,bt,km,transmission,ownerNo,oem,modelYear,Insurance Validity,Fuel Type,RTO,Features,Mileage,Engine,Max Power,Torque,Seats,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
5267,0,110000,1,2,19,2014,2,1,2,9,20.14,1498,88.8,230.0,5.0,8,4,4,1,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,3
5268,0,97085,1,2,11,2013,0,1,2,9,22.9,1248,74.0,190.0,5.0,11,4,4,1,3850.0,1695.0,1530.0,2430.0,5,3,0,1,1,5,3
5270,0,100000,1,1,11,2016,2,1,26,8,23.2,1248,73.94,190.0,5.0,8,4,4,1,3775.0,1680.0,1620.0,2360.0,5,3,0,1,1,5,3
5273,0,78000,1,1,7,2019,2,1,26,9,22.54,1396,88.76,224.0,5.0,12,4,4,1,3985.0,1734.0,1505.0,2570.0,6,3,0,1,1,5,3
5275,3,10000,1,1,13,2022,2,3,26,9,18.75,999,71.02,96.0,5.0,12,3,4,0,3994.0,1758.0,1572.0,2500.0,5,1,0,1,1,5,3
5276,3,20000,1,1,11,2022,2,3,26,9,17.03,1462,103.26,138.0,5.0,0,4,4,0,3995.0,1790.0,1640.0,2500.0,5,1,0,1,1,5,3
5280,3,13918,1,1,13,2022,2,3,26,9,20.0,999,98.63,160.0,5.0,2,3,4,1,3994.0,1758.0,1572.0,2500.0,5,1,0,1,1,5,3
5281,3,28839,1,1,13,2020,2,3,26,9,18.75,999,71.02,96.0,5.0,2,3,4,0,3994.0,1758.0,1572.0,2500.0,5,1,0,1,1,5,3
5282,0,30000,0,1,11,2017,2,3,26,8,23.1,998,67.04,90.0,5.0,10,3,4,0,3715.0,1635.0,1565.0,2425.0,5,3,0,1,1,5,3
5283,0,16097,0,1,2,2018,0,3,26,9,23.0,999,67.0,91.0,5.0,10,3,4,0,3429.0,1560.0,1541.0,2348.0,5,3,0,1,1,5,3
5284,0,23683,0,1,19,2021,2,3,26,9,16.47,999,108.62,175.0,5.0,11,3,4,1,3971.0,1682.0,1469.0,2470.0,6,1,0,1,1,5,3
5286,0,48471,1,2,11,2013,2,3,2,9,24.39,998,65.71,89.0,5.0,11,3,4,0,3530.0,1490.0,1520.0,2380.0,5,3,0,1,1,5,3
5287,0,62437,1,2,11,2013,2,3,2,9,24.39,998,65.71,89.0,5.0,11,3,4,0,3530.0,1490.0,1520.0,2380.0,5,3,0,1,1,5,3
5288,4,45000,0,1,17,2018,2,3,25,9,20.3,1199,84.0,114.0,5.0,1,3,4,0,3992.0,1677.0,1537.0,2450.0,5,3,0,1,1,4,3
5290,0,34000,1,1,11,2018,2,3,26,8,24.7,796,47.3,69.0,5.0,4,3,4,0,3430.0,1490.0,1475.0,2360.0,5,3,0,1,1,5,3
5291,0,45000,1,1,7,2008,2,3,10,8,20.36,1197,78.9,111.7,5.0,12,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,3
5294,0,22907,1,1,11,2022,0,3,26,8,22.38,1197,88.5,113.0,5.0,12,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,3
5296,4,90000,1,2,7,2016,2,1,26,9,24.4,1120,71.0,180.4,5.0,12,3,4,1,3995.0,1660.0,1520.0,2425.0,5,3,0,1,1,4,3
5297,0,16903,1,2,11,2019,2,3,26,9,24.7,796,47.3,69.0,5.0,10,3,4,0,3445.0,1490.0,1475.0,2360.0,5,2,0,1,1,5,3
5298,0,36874,0,1,13,2018,2,3,26,9,19.15,1198,75.94,104.0,5.0,1,3,4,0,3825.0,1665.0,1530.0,2450.0,0,3,0,1,1,5,3
5300,0,29994,1,2,11,2012,2,3,2,9,18.9,998,67.1,90.0,5.0,11,3,4,0,3595.0,1495.0,1700.0,2400.0,5,3,0,1,1,4,3
5301,0,26416,0,2,7,2019,2,3,26,9,17.4,1197,81.86,117.0,5.0,11,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,3
5303,3,27581,1,2,6,2018,2,3,26,9,17.5,1199,88.7,110.0,5.0,7,4,4,0,3999.0,1734.0,1601.0,2555.0,5,1,0,1,1,5,3
5305,4,88126,1,1,11,2020,2,3,26,9,21.21,1197,81.8,113.0,5.0,12,4,4,0,3995.0,1735.0,1515.0,2450.0,5,3,0,1,1,4,3
5306,3,72563,0,1,7,2019,2,3,26,9,18.15,998,118.35,171.6,5.0,12,3,4,1,3995.0,1770.0,1605.0,2500.0,7,3,0,1,0,5,3
5307,0,90000,1,2,7,2013,2,2,2,9,21.1,814,55.2,74.5,5.0,4,3,3,0,3495.0,1550.0,1500.0,2380.0,5,3,0,1,1,5,3
5308,3,88060,1,1,7,2016,2,3,26,9,13.0,1591,121.3,151.0,5.0,12,4,4,0,4270.0,1780.0,1630.0,2590.0,6,3,0,1,1,5,3
5309,0,20000,1,1,11,2022,2,3,26,9,22.38,1197,88.5,113.0,5.0,12,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,3
5311,0,60000,1,1,7,2017,2,3,26,9,18.6,1197,81.83,114.7,5.0,8,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,3
5315,0,100000,1,2,11,2013,2,3,2,9,20.51,998,67.04,90.0,5.0,8,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,3
5316,0,31000,1,1,7,2010,2,3,2,9,17.92,1086,62.1,96.1,5.0,10,3,4,0,3565.0,1525.0,1590.0,2380.0,5,3,0,1,1,5,3
5317,3,109271,1,1,11,2019,0,1,26,9,24.3,1248,88.5,200.0,5.0,11,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,3
5318,0,47844,0,2,11,2019,3,3,26,9,20.89,1197,81.8,113.0,5.0,11,4,4,0,3700.0,1690.0,1595.0,2435.0,5,1,0,1,1,5,3
5320,0,62438,1,1,11,2013,2,3,2,9,18.9,998,67.1,90.0,5.0,1,3,4,0,3595.0,1495.0,1700.0,2400.0,5,3,0,1,1,4,3
5321,0,89318,1,3,7,2013,2,3,2,9,18.5,1197,82.9,113.8,5.0,12,4,4,0,3995.0,1710.0,1505.0,2525.0,5,3,0,1,1,5,3
5323,0,29200,0,2,7,2019,3,3,26,9,20.3,1086,68.0,99.0,5.0,8,4,3,0,3610.0,1645.0,1560.0,2400.0,5,3,0,1,1,5,3
5327,0,90000,1,1,7,2011,2,3,2,9,20.36,1197,78.9,111.8,5.0,6,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,3
5328,0,38264,0,1,7,2019,2,3,26,9,20.3,1086,68.0,99.0,5.0,11,4,3,0,3610.0,1645.0,1560.0,2400.0,5,3,0,1,1,5,3
5335,0,51000,1,1,4,2010,2,1,2,9,20.0,1399,68.0,160.0,5.0,8,4,4,0,3795.0,1680.0,1427.0,2489.0,5,3,0,1,1,5,3
5336,0,83462,1,2,7,2010,2,3,2,9,20.36,1197,78.9,111.8,5.0,10,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,3
5337,0,26494,1,1,15,2021,2,3,26,9,21.74,999,67.0,91.0,5.0,2,3,4,0,3731.0,1579.0,1474.0,2422.0,5,1,0,1,1,5,3
5339,0,68101,1,1,11,2018,0,3,26,9,21.4,1197,83.1,115.0,5.0,7,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,3
5343,3,98000,0,1,11,2018,2,1,26,9,24.3,1248,88.5,200.0,5.0,12,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,3
5346,4,120000,1,1,7,2012,2,3,2,9,17.01,1591,121.3,154.9,5.0,8,4,4,0,4375.0,1700.0,1475.0,2570.0,5,3,0,1,1,4,3
5347,0,119106,1,2,11,2015,2,3,26,9,22.38,1197,88.5,113.0,5.0,11,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,3
5350,0,80000,1,1,11,2019,2,3,26,9,22.05,796,47.33,69.0,5.0,8,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,3
5351,0,143000,1,2,11,2012,2,1,2,9,22.9,1248,74.0,190.0,5.0,12,4,4,1,3850.0,1695.0,1530.0,2430.0,5,3,0,1,1,5,3
5352,0,50000,1,1,11,2018,2,1,29,9,25.2,1248,74.0,190.0,5.0,4,4,4,1,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,3
5356,0,121617,1,2,11,2013,2,3,2,9,22.38,1197,88.5,113.0,5.0,11,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,3
5357,4,83825,1,2,19,2015,0,3,26,9,15.04,1598,103.6,153.0,5.0,12,4,4,0,4384.0,1699.0,1466.0,2552.0,5,3,0,1,1,4,3
5358,0,92299,1,1,11,2014,1,3,26,9,18.6,1197,85.8,114.0,5.0,0,4,4,0,3850.0,1695.0,1530.0,2430.0,5,3,0,1,1,5,3
5359,3,50643,0,2,11,2018,3,1,26,9,24.3,1248,88.5,200.0,5.0,11,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,3
5362,3,93104,0,1,7,2016,0,3,26,9,13.0,1591,121.3,151.0,5.0,12,4,4,0,4270.0,1780.0,1630.0,2590.0,6,3,0,1,1,5,3
5364,1,48869,1,1,2,2021,2,3,26,9,19.02,1198,67.05,104.0,7.0,11,3,4,0,3995.0,1636.0,1507.0,2450.0,5,1,0,1,1,5,3
5365,0,86555,1,1,11,2017,0,3,26,9,24.39,998,65.71,89.0,5.0,0,3,4,0,3530.0,1490.0,1520.0,2380.0,5,3,0,1,1,5,3
5366,4,60000,1,2,19,2011,2,3,2,9,15.04,1598,103.6,153.0,5.0,8,4,4,0,4384.0,1699.0,1466.0,2552.0,5,3,0,1,1,4,3
5367,1,39316,1,1,15,2022,3,3,26,9,20.0,999,71.01,96.0,7.0,11,3,4,0,3991.0,1739.0,1643.0,2425.0,5,1,0,1,1,5,3
5369,0,100000,1,2,17,2016,2,1,2,8,22.95,1248,74.0,190.0,5.0,12,4,4,1,3825.0,1695.0,1562.0,2470.0,5,3,0,1,1,5,3
5370,3,60000,1,1,7,2020,2,3,26,9,18.27,998,118.35,171.6,5.0,8,3,4,1,3995.0,1770.0,1605.0,2500.0,6,3,0,1,0,5,3
5374,3,19500,0,1,18,2022,0,3,26,9,18.76,1462,103.26,138.0,5.0,2,4,4,0,3995.0,1790.0,1640.0,2500.0,4,1,0,1,1,5,3
5375,4,22127,0,1,6,2021,0,3,26,9,18.3,1199,88.76,110.0,5.0,8,4,4,0,3995.0,1695.0,1501.0,2470.0,0,1,0,1,1,4,3
5376,0,78010,1,2,11,2015,0,3,26,8,22.05,796,47.33,69.0,5.0,11,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,3
5377,3,14087,1,1,4,2021,2,3,26,9,15.9,1496,120.69,149.0,5.0,2,3,4,0,3998.0,1765.0,1647.0,2519.0,5,1,0,1,1,5,3
5382,0,73944,1,1,11,2015,2,3,26,8,22.05,796,47.33,69.0,5.0,11,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,3
5384,0,52052,1,2,11,2017,2,3,26,8,22.05,796,47.33,69.0,5.0,10,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,3
5385,0,42399,1,2,7,2018,2,3,26,9,18.9,1197,81.86,113.75,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,3
5386,4,50000,1,1,11,2015,2,1,26,9,26.59,1248,74.0,190.0,5.0,8,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,3
5389,0,101434,0,1,15,2017,1,3,26,9,23.01,999,67.0,91.0,5.0,12,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,3
5395,0,55000,1,1,7,2016,2,3,26,8,19.81,1086,68.05,99.04,5.0,10,4,3,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,5,3
5396,3,44641,1,1,17,2021,0,3,26,9,17.33,1199,118.35,170.0,5.0,8,3,4,0,3993.0,1811.0,1606.0,2498.0,6,1,0,1,1,5,3
5397,0,83958,1,1,7,2010,2,3,2,8,20.36,1197,78.9,111.7,5.0,10,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,3
5399,3,35226,0,2,17,2018,0,3,26,9,17.0,1198,108.5,170.0,5.0,1,3,4,1,3994.0,1811.0,1607.0,2498.0,6,3,0,1,1,5,3
5400,0,75552,0,2,7,2011,2,3,2,9,16.95,1197,78.9,111.8,5.0,0,4,4,0,3585.0,1595.0,1550.0,2380.0,4,3,0,1,1,4,3
5401,0,107972,1,1,7,2010,0,3,2,9,20.36,1197,78.9,111.8,5.0,11,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,3
5402,4,46451,1,1,19,2019,2,3,26,9,19.44,999,75.0,95.0,5.0,12,3,4,0,3995.0,1682.0,1483.0,2470.0,5,3,0,1,1,4,3
5404,0,77415,0,1,11,2019,0,3,26,9,21.7,998,67.05,90.0,5.0,1,3,4,0,3565.0,1520.0,1564.0,2380.0,0,3,0,1,1,5,3
5405,3,47314,0,1,7,2020,3,3,26,9,18.15,998,118.35,171.6,5.0,1,3,4,1,3995.0,1770.0,1605.0,2500.0,7,3,0,1,0,5,3
5406,0,50000,0,1,15,2017,2,3,26,9,24.04,999,67.0,91.0,5.0,8,3,4,0,3731.0,1579.0,1474.0,2422.0,5,3,0,1,1,5,3
5407,0,120000,1,2,17,2012,2,1,26,8,19.4,1405,70.0,135.4,5.0,8,4,4,1,3795.0,1695.0,1550.0,2470.0,5,3,0,1,1,5,3
5409,0,80000,1,2,6,2013,2,3,2,9,19.4,1198,86.8,109.0,5.0,12,4,4,0,3610.0,1680.0,1500.0,2345.0,5,3,0,1,1,5,3
5413,0,30564,0,1,11,2019,0,3,26,9,20.52,1197,81.8,113.0,5.0,4,4,4,0,3655.0,1620.0,1675.0,2435.0,5,3,0,1,1,5,3
5414,0,90000,1,2,4,2011,2,1,0,9,20.0,1399,68.0,160.0,5.0,12,4,4,0,3795.0,1680.0,1427.0,2489.0,5,3,0,1,1,5,3
5415,1,62674,1,3,2,2019,2,3,26,9,19.83,1198,67.0,104.0,7.0,11,3,4,0,3995.0,1636.0,1507.0,2450.0,5,3,0,1,1,5,3
5416,0,61710,0,1,6,2018,2,3,26,9,18.2,1199,88.7,110.0,5.0,2,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,3
5421,0,60993,1,1,6,2013,2,3,2,9,19.4,1198,86.8,109.0,5.0,10,4,4,0,3610.0,1680.0,1500.0,2345.0,5,3,0,1,1,5,3
5426,0,12740,1,1,7,2020,0,3,26,9,20.7,1197,81.86,113.8,5.0,11,4,4,0,3805.0,1680.0,1520.0,2450.0,5,1,0,1,1,5,3
5428,0,79079,1,2,7,2018,1,1,26,9,24.0,1186,73.97,190.24,5.0,10,3,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,3
5429,0,28522,1,1,17,2022,0,3,16,9,19.33,1199,86.83,113.0,5.0,12,3,4,0,3990.0,1755.0,1523.0,2501.0,5,1,0,1,1,5,3
5434,3,80000,1,1,10,2016,2,1,26,8,25.32,1198,77.0,190.0,5.0,10,3,4,1,3675.0,1715.0,1635.0,2385.0,5,3,0,1,1,5,3
5435,0,29011,1,1,15,2017,2,3,26,9,23.01,999,67.0,91.0,5.0,11,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,3
5436,3,42372,1,1,8,2020,0,3,26,9,16.8,1497,113.43,144.0,5.0,10,4,4,0,4315.0,1800.0,1645.0,2610.0,6,1,0,0,1,5,3
5439,0,18732,0,1,11,2016,0,3,26,9,26.0,998,65.71,89.0,5.0,8,3,4,0,3695.0,1655.0,1555.0,2435.0,5,1,0,1,1,5,3
5440,4,95417,1,1,18,2016,1,1,26,9,23.59,1364,67.05,170.0,5.0,11,4,2,1,4265.0,1695.0,1510.0,2550.0,5,3,0,1,1,4,3
5442,3,54000,0,1,4,2018,2,3,26,9,14.7,1496,120.69,149.0,5.0,0,3,4,0,3998.0,1765.0,1647.0,2519.0,6,1,0,1,1,4,3
5443,0,51237,0,2,15,2019,2,3,26,9,23.01,999,67.0,91.0,5.0,10,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,3
5444,4,36140,1,1,7,2017,0,3,26,9,20.14,1197,81.86,113.75,5.0,12,4,4,0,3995.0,1660.0,1520.0,2425.0,5,3,0,1,1,4,3
5446,0,70895,0,2,11,2016,2,3,26,9,26.0,998,65.71,89.0,5.0,12,3,4,0,3695.0,1655.0,1555.0,2435.0,5,1,0,1,1,5,3
5447,0,90000,1,1,7,2018,2,1,26,9,24.0,1186,73.97,190.24,5.0,8,3,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,3
5448,4,60000,1,1,17,2020,2,3,29,9,19.28,1199,84.82,113.0,5.0,8,3,4,0,3993.0,1677.0,1532.0,2450.0,5,1,0,1,1,4,3
5449,0,70237,1,1,11,2007,2,3,2,8,21.79,998,67.05,90.0,5.0,12,3,4,0,3655.0,1620.0,1675.0,2435.0,5,3,0,1,1,5,3
5450,0,89592,1,1,7,2007,2,3,2,4,17.0,1086,81.8,113.0,5.0,1,4,4,0,3995.0,1695.0,1505.0,2425.0,5,3,0,1,1,5,3
5452,4,82144,1,1,11,2014,2,1,26,9,23.4,1248,74.0,190.0,5.0,12,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,3
5455,0,39881,0,1,7,2019,0,3,26,9,20.3,1086,68.0,99.0,5.0,8,4,3,0,3610.0,1645.0,1560.0,2400.0,5,3,0,1,1,5,3
5456,0,12280,1,1,17,2021,0,3,26,9,18.5,1199,108.48,140.0,5.0,8,3,4,1,3990.0,1755.0,1523.0,2501.0,5,1,0,1,1,5,3
5459,3,51258,0,1,4,2017,0,3,26,9,14.8,1497,121.36,150.0,5.0,12,3,4,0,3998.0,1765.0,1647.0,2519.0,6,3,0,1,1,4,3
5461,0,95178,1,2,6,2012,0,3,2,9,19.4,1198,86.8,109.0,5.0,0,4,4,0,3610.0,1680.0,1500.0,2345.0,5,3,0,1,1,5,3
5462,4,62000,1,1,19,2016,2,3,26,9,19.44,999,75.0,95.0,5.0,4,3,4,0,3995.0,1682.0,1483.0,2470.0,5,3,0,1,1,4,3
5464,0,31750,1,2,17,2021,3,3,26,9,18.5,1199,108.48,140.0,5.0,8,3,4,1,3990.0,1755.0,1523.0,2501.0,5,1,0,1,1,5,3
5467,0,73400,0,1,7,2014,2,3,26,9,18.9,1197,82.0,114.0,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,4,3,0,1,1,5,3
5468,0,40000,0,3,17,2018,2,3,29,9,23.84,1199,83.83,114.0,5.0,8,3,4,0,3746.0,1647.0,1535.0,2400.0,5,3,0,1,1,5,3
5475,3,20858,1,1,4,2018,2,3,26,9,17.0,1497,121.31,150.0,5.0,12,3,4,0,3998.0,1765.0,1647.0,2519.0,5,3,0,1,1,4,3
5480,4,52597,1,2,6,2014,0,3,26,9,18.0,1198,86.7,109.0,5.0,8,4,4,0,3990.0,1680.0,1505.0,2405.0,5,3,0,1,1,4,3
5481,0,112921,1,3,11,2015,1,1,26,9,25.2,1248,74.0,190.0,5.0,12,4,4,1,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,3
5482,4,73626,1,1,11,2014,2,1,26,9,23.4,1248,74.0,190.0,5.0,0,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,3
5483,0,42964,0,1,15,2018,2,3,26,9,24.04,999,67.0,91.0,5.0,8,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,3
5487,4,110000,1,1,11,2019,2,1,26,8,19.95,1248,74.02,190.0,5.0,8,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,3
5489,0,40000,0,2,17,2020,2,3,26,9,19.0,1199,84.82,113.0,5.0,8,3,4,0,3765.0,1677.0,1535.0,2400.0,5,1,0,1,1,5,3
5490,4,90000,1,1,7,2015,2,1,29,9,24.4,1120,71.0,180.4,5.0,8,3,4,1,3995.0,1660.0,1520.0,2425.0,5,3,0,1,1,4,3
5492,0,45416,0,1,19,2021,1,3,26,9,16.47,999,108.62,175.0,5.0,4,3,4,1,3971.0,1682.0,1469.0,2470.0,6,1,0,1,1,5,3
5493,0,64000,1,1,7,2013,2,3,2,9,18.5,1197,82.85,113.7,5.0,3,4,4,0,3995.0,1710.0,1505.0,2525.0,5,3,0,1,1,5,3
5495,3,30580,1,1,13,2021,0,3,26,9,20.0,999,98.63,160.0,5.0,11,3,4,1,3994.0,1758.0,1572.0,2500.0,5,1,0,1,1,5,3
5497,3,25596,0,2,17,2021,2,3,26,9,17.05,1199,118.35,170.0,5.0,0,3,4,0,3993.0,1811.0,1606.0,2498.0,6,1,0,1,1,5,3
5498,3,89681,1,1,11,2017,0,1,26,9,24.3,1248,88.5,200.0,5.0,8,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,3
5500,1,29302,0,1,15,2022,3,3,26,9,18.2,999,71.01,96.0,7.0,2,3,4,0,3991.0,1739.0,1643.0,2425.0,5,1,0,1,1,5,3
5503,3,90114,1,1,4,2018,0,1,26,9,23.0,1498,98.96,205.0,5.0,8,4,4,1,3998.0,1765.0,1647.0,2519.0,5,3,0,1,1,4,3
5506,0,30000,1,1,17,2017,2,3,29,9,23.84,1199,84.0,114.0,5.0,8,3,4,0,3746.0,1647.0,1535.0,2400.0,5,3,0,1,1,5,3
5513,0,61000,1,1,4,2011,2,1,2,9,20.0,1399,68.0,160.0,5.0,8,4,4,0,3795.0,1680.0,1427.0,2489.0,5,3,0,1,1,5,3
5514,0,29828,1,1,15,2021,2,3,26,8,21.46,999,67.06,91.0,5.0,12,3,4,0,3731.0,1579.0,1474.0,2425.0,5,1,0,1,1,5,3
5515,0,58321,1,3,7,2015,2,3,26,8,21.1,814,55.2,74.5,5.0,11,3,3,0,3495.0,1550.0,1500.0,2380.0,5,3,0,1,1,5,3
5517,4,37566,1,2,6,2019,2,3,26,9,19.5,1199,88.76,110.0,5.0,12,4,4,0,3995.0,1695.0,1501.0,2470.0,5,3,0,1,1,4,3
5518,0,60610,1,2,11,2016,2,3,26,8,22.05,796,47.33,69.0,5.0,11,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,3
5519,0,30000,1,1,19,2011,2,3,26,9,16.47,1198,73.9,110.0,5.0,8,3,4,0,3970.0,1682.0,1453.0,2456.0,5,3,0,1,1,5,3
5520,0,32098,0,1,11,2019,0,3,26,9,21.4,1197,83.1,115.0,5.0,12,4,4,0,3995.0,1745.0,1510.0,2520.0,0,3,0,1,1,5,3
5522,0,48556,0,1,15,2018,2,3,26,9,23.01,999,67.0,91.0,5.0,10,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,3
5525,0,39014,0,1,18,2019,2,3,26,9,19.56,1197,81.8,113.0,5.0,8,4,4,0,3995.0,1745.0,1510.0,2520.0,5,1,0,1,0,5,3
5526,0,105000,1,2,3,2015,2,3,26,9,17.1,1368,140.0,210.0,5.0,0,4,4,1,3989.0,1706.0,1542.0,2510.0,5,3,0,0,1,5,3
5529,3,10000,0,1,10,2022,2,3,29,9,16.5,1197,108.62,200.0,5.0,8,3,4,1,3995.0,1821.0,1627.0,2600.0,6,3,0,0,1,5,3
5531,3,80000,1,1,4,2017,2,1,10,9,23.0,1498,98.96,205.0,5.0,8,4,4,1,3998.0,1765.0,1647.0,2519.0,5,3,0,1,1,4,3
5532,3,120000,1,1,4,2015,2,1,26,9,22.77,1498,98.59,205.0,5.0,8,4,2,1,3999.0,1765.0,1708.0,2520.0,5,3,0,1,1,5,3
5534,0,68336,1,2,7,2016,2,3,26,9,21.1,814,55.2,74.5,5.0,11,3,3,0,3495.0,1550.0,1500.0,2380.0,5,3,0,1,1,5,3
5535,0,79202,1,1,11,2013,2,3,2,9,22.38,1197,88.5,113.0,5.0,12,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,3
5537,0,101883,1,2,6,2018,2,1,26,8,27.3,1498,98.6,200.0,5.0,0,4,4,1,3955.0,1694.0,1544.0,2530.0,6,3,0,1,1,5,3
5539,4,120000,1,1,7,2012,2,3,29,9,17.01,1591,121.3,154.9,5.0,8,4,4,0,4375.0,1700.0,1475.0,2570.0,5,3,0,1,1,4,3
5540,0,55053,0,1,19,2021,2,3,26,9,16.47,999,108.62,175.0,5.0,12,3,4,1,3971.0,1682.0,1469.0,2470.0,6,1,0,1,1,5,3
5541,0,10000,1,1,11,2022,2,3,29,9,22.35,1197,88.5,113.0,5.0,4,4,4,0,3990.0,1745.0,1500.0,2520.0,5,1,0,1,1,5,3
5542,0,111046,1,1,11,2015,2,3,26,9,24.39,998,65.71,89.0,5.0,11,3,4,0,3530.0,1490.0,1520.0,2380.0,5,3,0,1,1,5,3
5544,4,90000,1,2,5,1997,2,3,29,0,14.0,1799,81.8,113.0,5.0,10,4,4,0,3995.0,1695.0,1505.0,2425.0,5,3,0,1,1,4,3
5547,4,50000,1,1,7,2018,2,1,30,9,25.4,1186,73.97,190.24,5.0,8,3,4,1,3995.0,1660.0,1520.0,2425.0,5,3,0,1,1,4,3
5548,0,91543,1,3,11,2012,1,1,26,9,22.9,1248,74.0,190.0,5.0,4,4,4,1,3850.0,1695.0,1530.0,2430.0,5,3,0,1,1,5,3
5549,4,60000,1,1,4,2019,2,1,29,9,26.1,1498,99.23,215.0,5.0,8,4,4,1,3995.0,1704.0,1525.0,2490.0,5,3,0,1,1,4,3
5551,3,74320,1,1,11,2017,1,1,26,9,24.3,1248,88.5,200.0,5.0,4,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,3
5552,0,70000,1,2,0,2014,2,1,26,9,25.44,936,56.3,142.5,5.0,4,3,4,1,3640.0,1595.0,1550.0,2375.0,5,3,0,1,1,5,3
5553,3,10000,1,1,11,2022,2,3,26,9,19.89,1462,101.65,136.8,5.0,10,4,4,0,3995.0,1790.0,1685.0,2500.0,5,1,0,1,1,5,3
5557,0,8345,0,1,7,2018,0,3,26,9,18.9,1197,81.86,113.75,5.0,11,4,4,0,3765.0,1660.0,1520.0,2425.0,4,3,0,1,1,5,3
5558,0,45852,1,2,11,2014,2,3,26,9,20.51,998,67.04,90.0,5.0,11,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,3
5560,3,12094,0,1,13,2022,3,3,26,9,17.4,999,98.63,152.0,5.0,8,3,4,1,3994.0,1758.0,1572.0,2500.0,0,1,0,1,1,5,3
5563,0,34840,0,1,11,2018,2,3,26,9,22.56,1197,88.5,113.0,5.0,11,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,3
5566,3,10000,1,1,8,2022,2,3,26,9,18.4,1197,81.86,115.0,5.0,8,4,4,0,3995.0,1790.0,1642.0,2500.0,5,1,0,1,1,5,3
5567,0,131561,1,5,7,2004,1,3,2,4,17.0,1086,81.8,113.0,5.0,11,4,4,0,3995.0,1695.0,1505.0,2425.0,5,3,0,1,1,5,3
5568,4,38370,1,1,7,2021,1,3,26,9,20.5,1197,81.86,113.8,5.0,10,4,4,0,3995.0,1680.0,1520.0,2450.0,5,1,0,1,1,4,3
5569,3,60000,1,1,11,2020,2,3,29,9,17.03,1462,103.26,138.0,5.0,8,4,4,0,3995.0,1790.0,1640.0,2500.0,5,1,0,1,1,5,3
